MAKE  |M          |LEFT-FRONT |10         |0          |EXT-INT    |0          |5          |           |
MAKE  |N          |RIGHT-FRONT|10         |0          |EXT-INT    |0          |5          |           |

      |VECTOR_____|INDEX_______|QTY_X_VECT_|TROOPNAME__|DELAY_DROP_|DELAYCHANGE|SLEEPAFTER_|___________|
DROP  |A          |4           |1          |Queen      |50-70      |0          |400-450    |           |
DROP  |A          |4           |4          |Heal       |50-70      |60-70      |400-450    |           |
DROP  |B          |7           |3          |Bowl       |50-70      |60-70      |400-450    |           |
DROP  |B          |7           |1          |Heal       |50-70      |60-70      |400-450    |           |
WAIT  |5000-7000  |            |           |           |           |           |           |           |
DROP  |L          |1           |1          |JSpell     |50-70      |0          |300-350    |           |
DROP  |V          |1           |1          |JSpell     |50-70      |0          |300-350    |           |
WAIT  |1500-2000  |            |           |           |           |           |           |           |
DROP  |A          |10          |1          |Castle     |50-70      |37-50      |600-700    |           |
DROP  |A          |9,9,10,10,10|5          |Bowl       |50-70      |37-50      |15-20      |           |
DROP  |B          |1,1,1,2,2   |5          |Bowl       |50-70      |37-50      |15-20      |           |
DROP  |Z          |9,9,10,10,10|5          |Bowl       |50-70      |37-50      |15-20      |           |
DROP  |K          |1,1,1,2,2   |5          |Bowl       |50-70      |27-30      |350-400    |           |
DROP  |A          |8           |1          |Heal       |50-70      |50-70      |200-250    |           |
DROP  |B          |2           |1          |Heal       |50-70      |50-70      |400-450    |           |
DROP  |A          |10          |1          |Warden     |50-70      |0          |150-200    |           |
DROP  |A          |9,9,10      |3          |Wiza       |50-70      |37-50      |15-20      |           |
DROP  |B          |1,2,2       |3          |Wiza       |50-70      |37-70      |350-400    |           |
DROP  |A          |10          |1          |King       |50-70      |0          |150-200    |           |
DROP  |C          |4           |1          |RSpell     |50-70      |0          |150-200    |           |
DROP  |D          |1           |1          |RSpell     |50-70      |0          |150-200    |           |
DROP  |D          |5           |1          |RSpell     |50-70      |0          |150-200    |           |
WAIT  |1000-1300  |            |           |           |           |           |           |           |
DROP  |F          |1           |1          |PSpell     |50-70      |0          |350-400    |           |
WAIT  |3000-3200  |            |           |           |           |           |           |           |
DROP  |F          |1           |1          |RSpell     |50-70      |0          |150-200    |           |
DROP  |E          |1           |1          |HaSpell    |50-70      |0          |300-350    |           |
DROP  |H          |3           |1          |HaSpell    |50-70      |0          |150-200    |           |
WAIT  |4500-5000  |            |           |           |           |           |           |           |
DROP  |A          |10          |1          |Warden     |50-70      |0          |200-250    |           |
DROP  |M-N        |7-10        |1          |REMAIN     |50-70      |100        |50-100     |           |

      |                                                                                               |
      |---------------------------------------BoWiHe End----------------------------------------------|
